collection||Sahih al Bukhari
chapter_intro||وَقَالَ الزُّهْرِيُّ مِنَ اللَّهِ الرِّسَالَةُ، وَعَلَى رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الْبَلاَغُ، وَعَلَيْنَا التَّسْلِيمُ. وَقَالَ: {لِيَعْلَمَ أَنْ قَدْ أَبْلَغُوا رِسَالاَتِ رَبِّهِمْ} وَقَالَ: {أُبَلِّغُكُمْ رِسَالاَتِ رَبِّي}. وَقَالَ كَعْبُ بْنُ مَالِكٍ حِينَ تَخَلَّفَ عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَسَيَرَى اللَّهُ عَمَلَكُمْ وَرَسُولُهُ. وَقَالَتْ عَائِشَةُ إِذَا أَعْجَبَكَ حُسْنُ عَمَلِ امْرِئٍ فَقُلِ اعْمَلُوا فَسَيَرَى اللَّهُ عَمَلَكُمْ وَرَسُولُهُ وَالْمُؤْمِنُونَ وَلاَ يَسْتَخِفَّنَّكَ أَحَدٌ. وَقَالَ مَعْمَرٌ: {ذَلِكَ الْكِتَابُ} هَذَا الْقُرْآنُ {هُدًى لِلْمُتَّقِينَ} بَيَانٌ وَدِلاَلَةٌ كَقَوْلِهِ تَعَالَى: {ذَلِكُمْ حُكْمُ اللَّهِ} هَذَا حُكْمُ اللَّهِ {لاَ رَيْبَ} لاَ شَكَّ، {تِلْكَ آيَاتُ} يَعْنِي هَذِهِ أَعْلاَمُ الْقُرْآنِ وَمِثْلُهُ: {حَتَّى إِذَا كُنْتُمْ فِي الْفُلْكِ وَجَرَيْنَ بِهِمْ} يَعْنِي بِكُمْ. وَقَالَ أَنَسٌ بَعَثَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ خَالَهُ حَرَامًا إِلَى قَوْمِهِ وَقَالَ أَتُؤْمِنُونِي أُبَلِّغُ رِسَالَةَ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَجَعَلَ يُحَدِّثُهُمْ.
hadith|7530|Telah menceritakan kepada kami [Al Fadll bin Ya'qub] telah menceritakan kepada kami ['Abdullah bin Ja'far Ar Raqqi] telah menceritakan kepada kami [Al Mu'tamir bin Sulaiman] telah menceritakan kepada kami [Sa'id bin Ubaidullah Ats Tsaqafi] telah menceritakan kepada kami [Bakar bin Abdullah Al Muzani], dan [Ziyad bin Jubair bin Hayyah] dari [Jubair bin Hayyah], [Mughirah] berkata, "Nabi shallallahu 'alaihi wasallam telah mengabarkan kepada kami dari risalah Rabb kami, bahwa siapa saja dari kami yang terbunuh, maka ia akan menuju surga
hadith|7531|Telah menceritakan kepada kami [Muhammad bin Yusuf] telah menceritakan kepada kami [Sufyan] dari [Ismail] dari [Asy Sya'bi] dari [Masruq] dari [Aisyah] radliyallahu'anhuma, ia berkata, "Siapa saja yang menceritakan kepadamu bahwa Muhammad shallallahu 'alaihi wasallam menyembunyikan sesuatu…sedang [Muhammad] berkata, telah menceritakan kepada kami [Abu Amir Al 'Aqadi] telah menceritakan kepada kami [Syu'bah] dari [Ismail bin Abu Khalid] dari [Asy Sya'bi] dari [Masruq] dari ['Aisyah] berkata, "Siapa saja yang menceritakan kepadamu bahwa Nabi shallallahu 'alaihi wasallam menyembunyikan sesuatu dari wahyu, maka janganlah kamu mempercayainya, sebab Allah Ta'ala berfirman: '(Wahai rasul, sampaikan yang diturunkan kepadamu dari Tuhanmu, jika kamu tidak mengerjakan lantas tidak kau sampaikan risalah….) ' (Qs. Al Maidah:)
hadith|7532|Telah menceritakan kepada kami [Qutaibah bin Sa'id] telah menceritakan kepada kami [Jarir] dari [Al A'masy] dari [Abu Wail] dari ['Amru bin Syurahbil] berkata, [Abdullah] berkata, "Seorang laki-laki berkata, 'Wahai Rasulullah, dosa apakah yang terbesar di sisi Allah? ' Nabi menjawab: 'Engkau menjadikan tandingan bagi Allah, padahal Dialah yang menciptamu.' Laki-laki tersebut bertanya lagi, 'Lantas apa lagi? ' Nabi menjawab: 'Engkau bunuh anakmu karena khawatir makan bersamamu.' Laki-laki itu bertanya lagi, 'Lantas apa? ' Nabi menjawab: 'Engkau berzina dengan wanita tetanggamu.' Lantas Allah menurunkan ayat yang membenarkannya: '(Dan orang-orang yang tidak menyeru Tuhan lain disamping menyeru Allah, dan tidak membunuh jiwa yang Allah haramkan selain dengan alasan yang benar, dan tidak berzina, dan barangsiapa melakukan yang demikian ia akan memperoleh dosa dan akan dilipat gandakan siksa baginya) '. (Qs. Al Furqan:)
chapter||“…Say Bring here the Taurat and recite it…”
chapter_intro||وَقَوْلِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «أُعْطِيَ أَهْلُ التَّوْرَاةِ التَّوْرَاةَ فَعَمِلُوا بِهَا، وَأُعْطِيَ أَهْلُ الإِنْجِيلِ الإِنْجِيلَ فَعَمِلُوا بِهِ، وَأُعْطِيتُمُ الْقُرْآنَ فَعَمِلْتُمْ بِهِ». وَقَالَ أَبُو رَزِينٍ: {يَتْلُونَهُ} يَتَّبِعُونَهُ وَيَعْمَلُونَ بِهِ حَقَّ عَمَلِهِ، يُقَالُ يُتْلَى يُقْرَأُ، حَسَنُ التِّلاَوَةِ حَسَنُ الْقِرَاءَةِ لِلْقُرْآنِ، {لاَ يَمَسُّهُ} لاَ يَجِدُ طَعْمَهُ وَنَفْعَهُ إِلاَّ مَنْ آمَنَ بِالْقُرْآنِ وَلاَ يَحْمِلُهُ بِحَقِّهِ إِلاَّ الْمُوقِنُ لِقَوْلِهِ تَعَالَى: {مَثَلُ الَّذِينَ حُمِّلُوا التَّوْرَاةَ ثُمَّ لَمْ يَحْمِلُوهَا كَمَثَلِ الْحِمَارِ يَحْمِلُ أَسْفَارًا بِئْسَ مَثَلُ الْقَوْمِ الَّذِينَ كَذَّبُوا بِآيَاتِ اللَّهِ وَاللَّهُ لاَ يَهْدِي الْقَوْمَ الظَّالِمِينَ}. وَسَمَّى النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الإِسْلاَمَ وَالإِيمَانَ عَمَلاً. قَالَ أَبُو هُرَيْرَةَ قَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ لِبِلاَلٍ: «أَخْبِرْنِي بِأَرْجَى عَمَلٍ عَمِلْتَهُ فِي الإِسْلاَمِ». قَالَ مَا عَمِلْتُ عَمَلاً أَرْجَى عِنْدِي أَنِّي لَمْ أَتَطَهَّرْ إِلاَّ صَلَّيْتُ. وَسُئِلَ أَيُّ الْعَمَلِ أَفْضَلُ قَالَ: «إِيمَانٌ بِاللَّهِ وَرَسُولِهِ، ثُمَّ الْجِهَادُ، ثُمَّ حَجٌّ مَبْرُورٌ».
hadith|7533|Telah menceritakan kepada kami ['Abdan] telah mengabarkan kepada kami [Abdullah] telah mengabarkan kepada kami [Yunus] dari [Azzuhri] telah mengabarkan kepadaku [Salim] dari [Ibn Umar] radliyallahu'anhuma, "Rasulullah shallallahu 'alaihi wasallam bersabda: "Keberadaan kalian di antara umat-umat terdahulu seperti permisalan antara antara shalat 'ashar hingga matahari terbenam. Pemeluk taurat diberi taurat dan mereka mengamalkannya hingga pertengahan siang, kemudian mereka tidak bisa lagi mengamalknnya sehingga diberi satu qirath. Kemudian pemeluk injil diberi injil dan mereka mengamalkannya hingga shalat 'ashar didirikan lantas mereka tidak bisa lagi mengamalkannya, dan mereka diberi satu qirath. Kemudian kalian diberi Al Qur'an dan kalian mengamalkannya hingga matahari terbenam, lantas kalian diberi dua qirath dua qirath. Orang-orang ahli kitab pun protes, 'Mereka (kaum muslimin) lebih sedikit bekerja daripada kami namun mengapa mereka lebih banyak pahalanya? ' Allah menjawab, 'Namun apakah berarti Aku menzhalimi hak kalian? ' Mereka menjawab, 'Tidak.' Allah kemudian firman-Nya: "Itulah keutamaan-Ku yang Aku berikan kepada siapa yang Aku kehendaki
chapter||The Prophet (ﷺ) called As-Salat a deed and said, “Whoever does not recite Al-Fatiha of the Book in his Salat, his Salat is invalid
chapter_intro||وَقَالَ: «لاَ صَلاَةَ لِمَنْ لَمْ يَقْرَأْ بِفَاتِحَةِ الْكِتَابِ».
hadith|7534|Telah menceritakan kepadaku [Sulaiman] telah menceritakan kepada kami [Syu'bah] dari [Al Walid] (dalam jalur lain disebutkan) telah menceritakan kepadaku [Abbad bin Ya'qub Al Asadi] telah mengabarkan kepada kami [Abbad bin Al 'Awwam] dari [Asy Syaibani] dari [Al Walid bin 'Aizar] dari [Abu 'Amru dan Asy Syaibani] dari [Ibn Mas'ud] radliallahu 'anhu, bahwa seorang laki-laki pernah bertanya Nabi shallallahu 'alaihi wasallam, amalan apa yang paling utama? ' Nabi menjawab: "Shalat tepat pada waktunya, berbakti kepada kedua orang tua, dan jihad fi sabilillah
chapter||“Verily, man was created very impatient. Irritable when evil touches him. And niggardly when good touches him.”
chapter_intro||{هَلُوعًا} ضَجُورًا.
hadith|7535|Telah menceritakan kepada kami [Abu Nu'man] telah menceritakan kepada kami [Jarir bin Hazim] dari [Al Hasan] telah menceritakan kepada kami ['Amru bin Taghlib] berkata, "Nabi shallallahu 'alaihi wasallam diberi sebuah harta, lantas beliau berikan kepada sebagian sahabatnya dan tidak beliau berikan kepada sahabat yang lain. Kemudian sampailah berita kepada beliau bahwa orang-orang mencela sikap beliau, maka antas beliau pun bersabda: "Sungguh, ada orang yang kuberi dan ada yang tidak kuberi, namun yang tidak aku beri lebih aku sukai daripada yang aku beri, beberapa orang aku beri karena hati mereka masih ada keluh kesah dan ketakutan, dan beberapa orang aku percayakan kepada kecukupan dan kebaikan yang telah Allah jadikan pada hati mereka, diantara mereka ialah Amru bin Taghlib." Lantas 'Amru berkata, 'Aku tak ingin lagi unta-unta merah setelah mengetahui kalimat Rasulullah shallallahu 'alaihi wasallam itu
chapter||What the Prophet (ﷺ) mentioned and narrated of his Lord’s Sayings
hadith|7536|
hadith|7537|
hadith|7538|Telah menceritakan kepada kami [Adam] telah menceritakan kepada kami [Syu'bah] telah menceritakan kepada kami [Muhammad bin Ziyad] berkata, aku mendengar [Abu Hurairah] dari Nabi shallallahu 'alaihi wasallam, yang beliau riwayatkan dari Rabb kalian: "Setiap amalan adalah kaffarat dosa, sedang puasa adalah bagi-Ku dan Aku lah yang akan memberinya pahala. Sungguh, bau mulut orang yang berpuasa jauh lebih wangi di sisi Allah daripada minyak kesturi
hadith|7539|Telah menceritakan kepada kami [Hafs bin Umar] telah menceritakan kepada kami [Syu'bah] dari [Qatadah]. (dalam jalur lain disebutkan) [Khalifah] berkata kepada kami; telah menceritakan kepada kami [Yazid bin Zurai'] dari [Sa'id] dari [Qatadah] dari [Abu 'Aliyah] dari [Ibn 'Abbas] radliyallahu'anhuma, dari Nabi shallallahu 'alaihi wasallam yang beliau riwayatkan dari Rabbnya, Allah berfirman: "Tak pantas seorang hamba berkata bahwa dirinya lebih baik daripada Yunus bin Mata dan ia nisbatkan dirinya kepada ayahnya
hadith|7540|Telah menceritakan kepada kami [Ahmad bin Abu Suraij] telah mengabarkan kepada kami [Syababah] telah menceritakan kepada kami [Syu'bah] dari [Mu'awiyah bin Qurrah] dari ['Abdullah bin Mughaffal Al Muzanni] berkata, "Pernah aku melihat Rasulullah shallallahu 'alaihi wasallam pada hari pembebasan Makkah di atas untanya membaca surat al Fath, atau sebagian dari surat al Fath." Abdullah bin Mughaffal berkata, "Lantas beliau mengulang-ulang suaranya dan mengeraskannya." Kemudian Mu'awiyah membaca dengan menirukan bacaan Abdullah bin Mughaffal seraya berkata, "Kalaulah manusia tidak berkumpul kepada kalian, niscaya aku mengulang-ulang bacaan dan mengeraskannya sebagaimana Ibnu Mughaffal mengulang-ulang dan mengeraskan bacaan ketika menirukan nabi shallallahu 'alaihi wasallam." Maka aku katakana kepada Mu'awiyah, "Bagaimana beliau mengulang-ulang dan mengeraskan bacaannya?" Mu'awiyah menjawab, "Dengan mengucapkan AAA (dengan bacaan panjang enam harakat), AAA (dengan bacaan panjang enam harakat), AAA (dengan bacaan panjang enam harakat), beliau ucapkan tiga kali
chapter||What is allowed as regards the interpretation of the Taurat and other Holy Books
chapter_intro||لِقَوْلِ اللَّهِ تَعَالَى: {فَأْتُوا بِالتَّوْرَاةِ فَاتْلُوهَا إِنْ كُنْتُمْ صَادِقِينَ}.
hadith|7541|Telah menceritakan kepada kami [Muhammad bin Basyar] telah menceritakan kepada kami [Utsman bin Umar] telah mengabarkan kepada kami [Ali bin Mubarak] dari [Yahya bin Abu Katsir] dari [Abu Salamah] dari [Abu Hurairah] berkata, "Ahli kitab membaca Taurat dengan bahasa Ibrani, dan mereka menafsirkannya dengan bahasa arab untuk pemeluk Islam." Spontan Rasulullah Sallallahu'alaihiwasallam bersabda: "Jangan kalian membenarkan ahli kitab dan jangan pula mendustakan mereka, katakan saja: 'Kami beriman kepada Allah dan apa yang diturunkan
hadith|7542|
hadith|7543|Telah menceritakan kepada kami [Musaddad] telah menceritakan kepada kami [Ismail] dari [Ayyub] dari [Nafi'] dari [Ibn Umar] radliyallahu'anhuma berkata, "Seorang laki-laki dan wanita Yahudi yang berzina didatangkan kepada nabi shallallahu 'alaihi wasallam, Nabi lalu bertanya kepada si Yahudi: 'Hukuman apa biasa kalian lakukan terhadap keduanya? ' Mereka menjawab, 'Kami biasanya menghukum mereka dengan menghitami wajah keduanya dan menghinakannya.' Lantas nabi bersabda (dengan mengutip ayat): '(Maka datangkanlah Taurat dan bacalah, jika kalian orang-orang yang benar) ', (Qs. Ali 'Imran: 93), lantas mereka datang dan mereka katakan kepada seseorang yang mereka percayai, 'Hai A'war bacalah! Lantas A'war membaca hingga sampai ayat (yang berkenaan hukum perzinaan), dengan terburu-buru ia menutupi dengan tangannya, maka Nabi menegur: 'Hai, angkatlah tanganmu! ' Maka ia angkat tangannya. Dan ternyata yang ia tutupi adalah ayat rajam, lantas A'war berkata, 'Hai Muhammad, kedua orang itu wajib dirajam, hanya kami merahasiakannya di antara kami.' Maka Nabi perintahkan agar keduanya dirajam, dan kemudian keduanya pun dirajam. Sungguh, aku lihat yang laki-laki membungkukkan badannya ke arah wanita untuk mencegahnya agar tidak terkena batu
chapter||“A person who is perfect in reciting and memorizing the Qur'an will be with the honourable, pious and just scribes.”
chapter_intro||وَزَيِّنُوا الْقُرْآنَ بِأَصْوَاتِكُمْ.
hadith|7544|Telah menceritakan kepadaku [Ibrahim bin Hamzah] telah menceritakan kepadaku [Ibn Abu Hazim] dari [Yazid] dari [Muhammad bin Ibrahim] dari [Abu Salamah] dari [Abu Hurairah], bahwa ia mendengar Nabi shallallahu 'alaihi wasallam bersabda: "Allah tidak pernah mengijinkan sesuatu sebagaimana ijin-Nya terhadap nabi-Nya untuk memperindah suara Al Qur'an dan menyaringkannya
hadith|7545|Telah menceritakan kepada kami [Yahya bin Bukair] telah menceritakan kepada kami [Al Laits] dari [Yunus] dari [Ibn Syihab] telah mengabarkan kepadaku ['Urwah bin Zubair] dan [Sa'id bin Musayyab] dan [Alqamah bin waqqash] dan ['Ubaidullah bin Abdullah] dari hadis ['Aisyah] ketika penyebar berita bohong mengisukan ia selingkuh, dan masing-masing menceritakan kepadaku sejumlah hadis. 'Aisyah berkata, "Aku berbaring di atas kasurku, dan ketika itu aku tahu bahwa aku bersih (dari tuduhan selingkuh), Allah telah membersihkan tuduhan tersebut. Namun demi Allah, aku tak punya prasangka jika Allah hingga menurunkan wahyu yang selalu dibaca tentang masalahku, padahal masalahku terhadap diriku lebih remeh daripada Allah berfirman tentangku dengan ayat yang selalu dibaca. Allah lalu menurunkan ayat: '(Sesungguhnya orang-orang yang membawa berita bohong adalah dari kalian sendiri) ', (Qs. An Nuur:)
hadith|7546|Telah menceritakan kepada kami [Abu Nu'aim] telah menceritakan kepada kami [Mis'ar] dari ['Adi bin Tsabit] seingatku Ia berkata, "Pernah aku mendengar [Al Bara'] berkata; saya pernah mendengar Nabi shallallahu 'alaihi wasallam saat shalat Isya membaca 'WATTIINI WAZZAITUUNA (surat At Tiin) '. Dan belum pernah kudengar seorang pun yang lebih indah suaranya, atau bacaannya daripada beliau
hadith|7547|Telah menceritakan kepada kami [Hajjaj bin Minhal] telah menceritakan kepada kami [Husyaim] dari [Abu Bisyr] dari [Sa'id bin Jubair] dari [Ibn 'Abbas] radliyallahu'anhuma, ia berkata, "Nabi Shallalahu'alaihiwasllam sembunyi-sembunyi di Makkah, namun beliau mengeraskan suara bacaan, saat orang-orang musyrik mendengar (suara bacaan beliau), mereka mencaci Al Qur'an dan orang yang membawanya. Maka Allah Azza wa Jalla pun menurunkan ayat kepada nabi-Nya: '(Dan janganlah engkau menyaringkan bacaan shalatmu dan jangan pula melirihkannya) ', (Qs. Al Isra':)
hadith|7548|Telah menceritakan kepada kami [Ismail] telah menceritakan kepadaku [Malik] dari ['Abdurrahman bin Abdullah bin Abdurrahman bin Abu Sha'sha'ah] dari [ayahnya] bahwa ia mengabarkan kepadanya, bahwa [Abu Sa'id Al Khudzri] radliyallahu'anhu berkata kepadanya, "Aku lihat kamu hobi menggembala kambing dan alam pedusunan, jika engkau berada di tengah-tengah kambing gembalaanmu, lalu engkau mengumandangkan adzan (shalat), maka keraskanlah suaramu. Sebab tidaklah jin, manusia, atau sesuatu yang mendengar suara mu`adzin kecuali mereka akan menjadi saksi baginya pada hari kiamat." Abu Sa'id berkata, "Aku mendengarnya dari Rasulullah shallallahu 'alaihi wasallam
hadith|7549|Telah menceritakan kepada kami [Qabishah] telah menceritakan kepada kami [Sufyan] dari [Manshur] dari [Ibunya] dari ['Aisyah] berkata, "Pernah Nabi shallallahu 'alaihi wasallam membaca Al Qur'an sedang kepalanya di pahaku, padahal aku sedang dalam keadaan haid
chapter||“…So recite as much of the Qur'an as may be easy for you….”
hadith|7550|Telah menceritakan kepada kami [Yahya bin Bukair] telah menceritakan kepada kami [Al Laits] dari ['Uqail] dari [Ibn Syihab] telah menceritakan kepadaku ['Urwah] bahwa [Miswar bin Makhramah] dan [Abdurrahman bin Abdul Qari] keduanya menceritakan kepadanya, bahwa ia mendengar [Umar bin Khattab] berkata, "Aku mendengar Hisyam bin Hakim membaca surat al Furqaan semasa Rasulullah shallallahu 'alaihi wasallam masih hidup, dan aku menikmati bacaannya. Ternyata dia membaca dengan dialek yang berbeda-beda yang Rasulullah shallallahu 'alaihi wasallam belum pernah membacakannya kepadaku sehingga hampir saja aku menarik kepalanya ketika shalat. Namun aku berusaha menahan kesabaranku hingga ia mengucapkan salam, lantas aku mengikatnya dengan pakaiannya dan aku tanyakan, 'Siapa yang mula-mula membacakan surat Al Qur'an kepadamu yang aku dengar engkau membacanya? ' Ia menjawab, 'Rasulullah shallallahu 'alaihi wasallam yang membacakannya kepadaku! Aku lalu berkata, 'Engkau dusta, sebab rasul membacakan kepadaku tidak seperti yang engkau baca.' Maka aku bawa Hisyam bin hakim kepada Rasulullah shallallahu 'alaihi wasallam dan aku laporkan, 'Aku telah mendengar orang ini membaca surat Al Qur'an tidak dengan dialek seperti yang engkau bacakan kepadaku.' Kemudian Rasulullah berkata: 'Lepaskan dia, bacalah ya Hisyam! ' Lantas Hisyam membaca bacaan yang sebelumnya aku mendengarnya, kemudian Rasulullah shallallahu 'alaihi wasallam bersabda: 'Begitulah surat itu diturunkan! ' Lantas Rasulullah shallallahu 'alaihi wasallam bersabda: 'Bacalah wahai Umar! ' Aku pun membaca sebagaimana yang beliau bacakan kepadaku, dan beliau juga berkomentar 'Begitulah surat Al Qur'an diturunkan, sesungguhnya surat Al Qur'an ini diturunkan dengan tujuh dialek, maka bacalah apa yang mudah bagimu
