collection||مصنف ابن أبي شيبة
hadith|37423|حدثنا حسين بن علي عن زائدة عن الأعمش عن زيد قال قال حذيفة إن الرجل ليكون من الفتنة وما هو منها
hadith|37424|حدثنا وكيع عن الأعمش عن سالم بن أبي الجعد عن عبد الله بن سبيع ( ( ( سبع ) ) ) قال خطبنا علي قال لتخضبن هذه من هذا يعني لحيته من رأسه قالوا أخبرنا به نقتله قال إذا بالله تقتلون بي غير قاتلي قالوا فاستخلف علينا قال لا ولكني أترككم إلى ما ترككم إليه رسول الله قال فما تقول لربك إذا لقيته قال أقول اللهم كنت فيهم ثم قبضتني إليك وأنت فيهم فإن شئت أصلحتهم وإن شئت أفسدتهم
hadith|37425|حدثنا وكيع قال حدثنا الأعمش عن أبي وائل قال قال عبد الله والله لأن أزاول جبلا راسيا أحب إلي من أن أزاول ملكا موجلا
hadith|37426|حدثنا معاوية بن هشام قال حدثنا سفيان عن جبلة عن عامر بن مطر قال كنت مع حذيفة فقال يوشك أن تراهم ينفرجون عن دينهم كما تنفرج المرأة عن قبلها فأمسك بما أنت عليه اليوم فإنها الطريق الواضح كيف أنت يا عامر بن مطر إذا أخذ الناس طريقا والقرآن طريقا مع أيهما تكون قلت مع القرآن أحيا معه وأموت معه قال فأنت أنت إذا
hadith|37427|حدثنا معاوية بن هشام قال حدثنا سفيان عن أبيه عن أبي يعلى عن بن الحنفية أن قوما من قبلكم تحيروا أو تفرقوا حتى تاهوا فكان أحدهم إذ ( ( ( إن ) ) ) نودي من خلفه أجاب من أمامه وإن نودي من أمامه أجاب من خلفه
hadith|37428|حدثنا معاوية قال حدثنا شريك عن عثمان عن زاذان عن حذيفة قال كيف أنتم إذا أتاكم زمان يخرج أحدكم من حجلته إلى حشه فيرجع وقد مسخ قردا فيطلب مجلسه فلا يجده
hadith|37429|حدثنا معتمر بن بشر قال حدثنا بن مبارك قال أخبرنا معمر عن إسحاق بن راشد عن عمرو بن وابصة الأسدي عن أبيه قال إني بالكوفة في داري إذ سمعت على باب الدار السلام عليكم أألج فقلت وعليكم السلام فلج فإذا هو عبد الله بن مسعود فقلت يا أبا عبد الرحمن آية ساعة زيارة وذلك في نحر الظهيرة قال طال علي النهار فتذكرت من أتحدث إليه فجعل يحدثني عن رسول الله صلى الله عليه وسلم وأحدثه فقال عبد الله سمعت رسول الله صلى الله عليه وسلم يقول تكون فتنة النائم فيها خير من المضطجع والمضطجع خير من القاعد والقاعد خير من القائم والقائم خير من الماشي والماشي خير من الساعي قتلاها كلها في النار قال قلت ومتى ذاك يا رسول الله قال ذاك أيام الهرج قلت ومتى أيام الهرج قال حين لا يأمن الرجل جليسه قال قلت فبم تأمرني إن أدركت ذلك قال أدخل بيتك قلت أفرأيت إن دخل علي قال فادخل مخدعك قال قلت افرأيت إن دخل علي قال قل هكذا وقل أبوء ( ( ( بؤ ) ) ) بإثمي ( ( ( بإ ) ) ) وإثمك ( ( ( ثمي ) ) ) وكن عبد الله المقتول
hadith|37430|حدثنا أحمد بن عبد الله عن عبد الحميد بن بهرام قال حدثنا شهر بن حوشب قال حدثني جندب بن سفيان عن رجل من بجيلة قال قال رسول الله صلى الله عليه وسلم ستكون بعدي فتن كقطع الليل المظلم تصدم الرجل كصدم جباه فحول الثيران يصبح الرجل فيها مسلما ويمسي كافرا ويمسي مسلما ويصبح كافرا فقال رجل من المسلمين يا رسول الله فكيف نصنع عند ذلك قال ادخلوا بيوتكم واخملوا ذكركم قال رجل من المسلمين أفرأيت إن دخل على أحدنا بيته قال رسول الله صلى الله عليه وسلم فليمسك بيديه وليكن عبد الله المقتول ولا يكن عبد الله القاتل فإن الرجل يكون في قبة الإسلام فيأكل مال أخيه ويسفك دمه ويعصي ربه ويكفر بخالقه فتجب له جهنم
hadith|37431|حدثنا عبد الرحمن بن محمد المحاربي عن ليث عن عون بن أبي جحيفة عن عبد الرحمن عن بن عمر قال قال رسول الله صلى الله عليه وسلم أيعجز أحدكم إذا أتاه الرجل يقتله يعني من أهل كذا أن يقول هكذا وقال بإحدى يديه على الأخرى فيكون كالخير من ابني آدم وإذا هو في الجنة وإذا قاتله في النار
hadith|37432|حدثنا أبو معاوية عن الأعمش عن شقيق عن شريح قال ما أخبرت ولا استخبرت مذ كانت الفتنة قال له مسروق لو كنت مثلك لسرني أن أكون قد مت قال شريح فكيف ( ( ( فيكف ) ) ) بأكثر من ذلك ما في الصدور وتلتقي الفئتان وإحداهما أحب إلي من الآخرى
hadith|37433|حدثنا أبو أسامة عن عوف عن أبي المنهال قال حدثني صفوان بن محرز عن جندب بن عبد الله البجلي قال ليتق أحدكم لا يحولن بينه وبين الجنة ملأكف ( ( ( ملء ) ) ) من دم مسلم
hadith|37434|حدثنا أبو أسامة عن عوف عن أبي المنهال عن أبي العالية قال كنا نتحدث أنه سيأتي على الناس زمان خير أهله الذي يرى الخير فيجانبه قريبا
hadith|37435|حدثنا إسحاق بن منصور قال حدثنا اسباط بن نصر عن السدي عن أبيه عن أبي هريرة قال قال رسول الله صلى الله عليه وسلم لا يفتك مؤمن الإيمان قيد الفتك
hadith|37436|حدثنا أبو أسامة عن عوف عن الحسن قال جاء رجل إلى الزبير أيام الجمل فقال اقتل لك عليا قال وكيف قال آتيه فأخبره أني معه ثم أفتك به فقال الزبير لا سمعت رسول الله صلى الله عليه وسلم يقول الإيمان قيد الفتك لا يفتك مؤمن
hadith|37437|حدثنا محمد بن فضيل عن عطاء عن أبي البختري عن حذيفة قال إن أصحابي تعلموا الخير وأني تعلمت الشر قالوا وما حملك على ذلك قال إنه من يعلم مكان الشر يتقه
hadith|37438|حدثنا علي بن مسهر عن يحيى بن أيوب عن أبي زرعة بن عمرو عن أبي هريرة قال إن الرجل ليقتل يوم القيامة ألف قتلة فقال له عاصم بن أبي النجود يا أبا زرعة ألف قتلة قال بضروب ما قتل
hadith|37439|حدثنا مالك بن إسماعيل عن شريك عن عثمان بن أبي زرعة عن صالح عن علي قال لا تزرعوا معي في السواد فإنكم إن تزرعوا تقتتلوا على مائة بالسيوف وإنكم إن تقتتلوا تكفروا
hadith|37440|حدثنا الفضل بن دكين عن سفيان عن أبي إسحاق عن حارثة بن مضرب عن علي قال عرينة وعتيدة وعصية وقطيعة لقب اللوم
hadith|37441|حدثنا أبو عبد الرحمن بقي بن مخلد قال حدثنا أبو بكر عبد الله بن محمد بن أبي شيبة قال حدثنا وكيع قال حدثنا الأعمش عن سلمة بن كهيل عن أبي ظبيان أنه كان عند عمر قال فقال له اعتقد مالا واتخذ شاءا فيوشك ان تمنعوا العطاء
hadith|37442|حدثنا محمد بن فضيل عن العلاء بن المسيب عن فضيل قال قال علي خذوا العطاء ما كان طعمة فاذا كان عن دينكم فارفضوه أشد الرفض
hadith|37443|حدثنا بن فضيل عن العلاء عن أبي معشر قال قال سلمان خذوا العطاء ما صفا لكم فإذا كدر عليكم فاتركوه أشد الترك
hadith|37444|حدثنا حسين بن علي عن زائدة عن عبد الملك بن عمير عن سعيد بن عمرو بن سعيد عن أبي هريرة قال لا يأتي عليكم إلا قليل حتى يقضي الثعلب وسنته بين ساريتين من سواري المسجد قال عبد الملك هو مسجد المدينة يقول من الخراب
